dpci,void_flag,itm_ent_mthd,count,ovrd_prc_var,reg_rtl,sell_rtl,cf_prc_ovrd_amt,cf_price_dif,Item Price,Override Variance,pvr_adj_amt
105-01-0332, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-0388, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-0622, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-0643, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-0677, ,S,1,0,6.49,6.49,0,0,6.49,0,0
105-01-0684, ,S,1,0,3.89,3.89,0,0,3.89,0,0
105-01-1078, ,S,1,0,12.99,9.09,3.9,3.9,12.99,0.300230947,0
105-01-1099, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-1561, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-1847, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-1881, ,S,1,0,12.99,10,2.99,2.99,12.99,0.230177059,0
105-01-2017, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-2300, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-2323, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-2372,,SCANNED,1,0,14,14,0,0,14,0,0
105-01-2372,,,1,0.32,0,-3.78,3.78,3.78,0,0,-4.2
105-01-2408, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-2483,,SCANNED,1,0,14,14,0,0,14,0,0
105-01-2534,,SCANNED,1,0,14,14,0,0,14,0,0
105-01-2534,,,1,0.32,0,-3.78,3.78,3.78,0,0,-4.2
105-01-2544, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-2589, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-2933, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-3012, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-3236, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-3284, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-3540, ,S,1,0,12.99,10,2.99,2.99,12.99,0.230177059,0
105-01-3591, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-3720,,SCANNED,1,0,14,14,0,0,14,0,0
105-01-3720, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-3746, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-3757,,SCANNED,1,0,14,9.8,4.2,4.2,14,0.3,0
105-01-3771, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-3786, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-3927, ,S,1,0,12.99,10,2.99,2.99,12.99,0.230177059,0
105-01-3941,,SCANNED,1,0,3.89,3.89,0,0,3.89,0,0
105-01-4014, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-4078, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-4127, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-4463, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-4705, ,S,2,0,7.78,7.78,0,0,3.89,0,0
105-01-4804, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-4849, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-5068, ,S,2,0,25.98,25.98,0,0,12.99,0,0
105-01-5394,,SCANNED,1,0,14,14,0,0,14,0,0
105-01-5468,,SCANNED,1,0,14,14,0,0,14,0,0
105-01-5589, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-5983, ,S,1,0,12.99,9.09,3.9,3.9,12.99,0.300230947,0
105-01-6095, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-6230, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-6347, ,S,1,0,12.99,10,2.99,2.99,12.99,0.230177059,0
105-01-6516, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-6571, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-6671, ,S,1,0,3.89,3.89,0,0,3.89,0,0
105-01-6714, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-6852, ,S,1,0,3.89,3.89,0,0,3.89,0,0
105-01-7003,,SCANNED,1,0,14,9.8,4.2,4.2,14,0.3,0
105-01-7122, ,S,1,0.3,12.99,9.09,3.9,3.9,12.99,0.300230947,0
105-01-7184, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-7188, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-7263, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-7273, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-7360, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-7406,,SCANNED,1,0,14,14,0,0,14,0,0
105-01-7406, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-01-7406, ,S,1,0,12.99,12.99,0,0,12.99,0,0
105-34-0801, ,S,1,0,2.99,2.99,0,0,2.99,0,0
105-34-1951, ,S,1,0,12,12,0,0,12,0,0
105-34-2363, ,S,2,0,5.98,5.98,0,0,2.99,0,0
105-34-2425, ,S,1,0,10.99,10.99,0,0,10.99,0,0
105-34-2655, ,S,1,0,10,10,0,0,10,0,0
105-34-3138, ,S,1,0,12,7.2,4.8,4.8,12,0.4,0
105-34-3663, ,S,1,0,9.99,9.99,0,0,9.99,0,0
105-34-4306, ,S,1,0,2.99,2.99,0,0,2.99,0,0
105-34-4485, ,S,1,0,23.99,23.99,0,0,23.99,0,0
105-34-4937, ,S,1,0,10.99,7.69,3.3,3.3,10.99,0.300272975,0
105-34-5908, ,S,1,0,12,12,0,0,12,0,0
105-34-6814, ,S,1,0,9.99,9.99,0,0,9.99,0,0
105-34-7181, ,S,1,0,2.99,2.99,0,0,2.99,0,0
105-56-1474, ,S,1,0,13,13,0,0,13,0,0
105-63-0325, ,S,1,0,24.99,24.99,0,0,24.99,0,0
105-63-0626, ,S,1,0,21.99,21.99,0,0,21.99,0,0
105-63-0857, ,S,1,0,14.99,14.99,0,0,14.99,0,0
105-63-1365, ,S,1,0,21.99,21.99,0,0,21.99,0,0
105-63-1489, ,S,1,0,11.99,11.99,0,0,11.99,0,0
105-63-1762, ,S,1,0,14.99,14.99,0,0,14.99,0,0
105-63-2332, ,S,1,0,8.49,8.49,0,0,8.49,0,0
105-63-2809, ,S,1,0,16.99,16.99,0,0,16.99,0,0
105-63-2884, ,S,1,0,8.09,8.09,0,0,8.09,0,0
105-63-3913, ,S,1,0,23.99,23.99,0,0,23.99,0,0
105-63-4600,,SCANNED,1,0,12.99,9.09,3.9,3.9,12.99,0.300230947,0
105-63-6750, ,S,1,0,16.99,16.99,0,0,16.99,0,0
105-63-6842, ,S,1,0,6.59,6.59,0,0,6.59,0,0
105-63-7143, ,S,1,0,3.89,3.89,0,0,3.89,0,0
105-63-7480, ,S,1,0,26.99,26.99,0,0,26.99,0,0
106-19-6357, ,S,1,0,5.6,5.6,0,0,5.6,0,0
106-20-0674, ,S,1,0,15,15,0,0,15,0,0
106-20-3002,,SCANNED,1,0,18,18,0,0,18,0,0
106-20-4322, ,S,1,0,2.4,2.4,0,0,2.4,0,0
106-20-6226,,SCANNED,1,0,30,30,0,0,30,0,0
106-20-7388,,SCANNED,1,0,25,25,0,0,25,0,0
106-51-2780, ,S,1,0,17.5,17.5,0,0,17.5,0,0
106-51-3080, ,S,1,0,17.5,17.5,0,0,17.5,0,0
106-51-3384, ,S,1,0.76,3.12,3.12,0,0,3.12,0,0
106-51-3670, ,S,1,0,4.5,4.5,0,0,4.5,0,0
106-64-4989, ,S,1,0,25.49,25.49,0,0,25.49,0,0
106-70-4489, ,S,1,0,5.6,5.6,0,0,5.6,0,0
107-01-0164, ,S,1,0,20.49,20.49,0,0,20.49,0,0
107-01-0515, ,S,1,0,3.99,3.99,0,0,3.99,0,0
107-01-0515, ,S,1,0,4.19,4.19,0,0,4.19,0,0
107-01-0515, ,S,1,0,4.19,4.19,0,0,4.19,0,0
107-01-0515, ,S,1,0,3.99,3.99,0,0,3.99,0,0
107-01-0515, ,S,1,0,3.99,3.99,0,0,3.99,0,0
107-01-0515, ,S,1,0,3.99,3.99,0,0,3.99,0,0
107-01-0832, ,S,1,0,14.99,14.99,0,0,14.99,0,0
107-01-0832, ,S,1,0,14.99,14.99,0,0,14.99,0,0
107-01-0978, ,S,1,0,38.99,38.99,0,0,38.99,0,0
107-01-1319,,SCANNED,1,0,14.19,14.19,0,0,14.19,0,0
107-01-1319, ,S,1,0,12.49,12.49,0,0,12.49,0,0
107-01-1337, ,S,1,0,41.99,41.99,0,0,41.99,0,0
107-01-1346,,SCANNED,1,0,15.99,15.99,0,0,15.99,0,0
107-01-1362, ,S,1,0,6.99,6.99,0,0,6.99,0,0
107-01-1612,,SCANNED,1,0,5.99,5.99,0,0,5.99,0,0
107-01-1612, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-01-1612, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-01-1612, ,S,1,0,5.89,5.89,0,0,5.89,0,0
107-01-1612, ,S,1,0,5.89,5.89,0,0,5.89,0,0
107-01-1612, ,S,1,0,5.89,5.89,0,0,5.89,0,0
107-01-2039, ,S,2,0,19.78,19.78,0,0,9.89,0,0
107-01-2039, ,S,1,0,9.89,9.89,0,0,9.89,0,0
107-01-2173, ,S,1,0,14.29,14.29,0,0,14.29,0,0
107-01-2173, ,S,1,0,13.99,13.99,0,0,13.99,0,0
107-01-2173, ,S,1,0,13.99,13.99,0,0,13.99,0,0
107-01-2173, ,S,1,0,12.99,12.99,0,0,12.99,0,0
107-01-2173, ,S,1,0,12.99,12.99,0,0,12.99,0,0
107-01-2173, ,S,1,0,12.99,12.99,0,0,12.99,0,0
107-01-2173, ,S,1,0,12.99,12.99,0,0,12.99,0,0
107-01-2327, ,S,1,0,13.99,13.99,0,0,13.99,0,0
107-01-2440, ,S,1,0,27.99,27.99,0,0,27.99,0,0
107-01-2452,,SCANNED,1,0,26.49,26.49,0,0,26.49,0,0
107-01-2752,,SCANNED,1,0,15.29,15.29,0,0,15.29,0,0
107-01-2752, ,S,1,0,15.29,15.29,0,0,15.29,0,0
107-01-3575, ,S,1,0,18.99,18.99,0,0,18.99,0,0
107-01-3575, ,S,1,0,18.99,18.99,0,0,18.99,0,0
107-01-3590, ,S,1,0,17.19,17.19,0,0,17.19,0,0
107-01-3738, ,S,1,0,19.99,19.99,0,0,19.99,0,0
107-01-3738, ,S,1,0,19.99,19.99,0,0,19.99,0,0
107-01-3921, ,S,1,0,41.99,41.99,0,0,41.99,0,0
107-01-4799, ,S,1,0,4.39,4.39,0,0,4.39,0,0
107-01-4989, ,S,1,0,14.49,14.49,0,0,14.49,0,0
107-01-5014,,SCANNED,1,0,7.99,7.99,0,0,7.99,0,0
107-01-5014, ,S,1,0,7.99,7.99,0,0,7.99,0,0
107-01-5014, ,S,1,0,7.99,7.99,0,0,7.99,0,0
107-01-5014, ,S,1,0,7.99,7.99,0,0,7.99,0,0
107-01-5014, ,S,1,0,8.39,8.39,0,0,8.39,0,0
107-01-5014, ,S,1,0,8.39,8.39,0,0,8.39,0,0
107-01-5014, ,S,1,0,7.99,7.99,0,0,7.99,0,0
107-01-5014, ,S,1,0,7.99,7.99,0,0,7.99,0,0
107-01-5014, ,S,1,0,7.99,7.99,0,0,7.99,0,0
107-01-5014, ,S,1,0,7.99,7.99,0,0,7.99,0,0
107-01-5019, ,S,1,0,13.99,13.99,0,0,13.99,0,0
107-01-5285,,SCANNED,1,0,11.99,11.99,0,0,11.99,0,0
107-01-5697, ,S,1,0,3.99,3.99,0,0,3.99,0,0
107-01-5697, ,S,1,0,3.99,3.99,0,0,3.99,0,0
107-01-5890, ,S,1,0,36.99,36.99,0,0,36.99,0,0
107-01-6198, ,S,1,0,14.99,14.99,0,0,14.99,0,0
107-01-6813,,SCANNED,1,0,3.39,3.39,0,0,3.39,0,0
107-01-6813, ,S,1,0,3.29,3.29,0,0,3.29,0,0
107-01-6813, ,S,1,0,3.29,3.29,0,0,3.29,0,0
107-01-6813, ,S,1,0,3.29,3.29,0,0,3.29,0,0
107-01-6922, ,S,1,0,6.99,6.99,0,0,6.99,0,0
107-01-7126, ,S,1,0,6.99,6.99,0,0,6.99,0,0
107-01-7161, ,S,1,0,6.99,6.99,0,0,6.99,0,0
107-01-7257, ,S,1,0,4.89,4.89,0,0,4.89,0,0
107-01-7257, ,S,1,0,4.49,4.49,0,0,4.49,0,0
107-01-7361, ,S,1,0,23.99,23.99,0,0,23.99,0,0
107-01-7455, ,S,1,0,9.19,9.19,0,0,9.19,0,0
107-01-7455, ,S,1,0,9.19,9.19,0,0,9.19,0,0
107-01-7455, ,S,1,0,9.19,9.19,0,0,9.19,0,0
107-19-0027, ,S,1,0,19.99,19.99,0,0,19.99,0,0
107-19-0085, ,S,1,0,2.99,2.99,0,0,2.99,0,0
107-19-0085, ,S,1,0,6.49,6.49,0,0,6.49,0,0
107-19-0085, ,S,1,0,6.49,6.49,0,0,6.49,0,0
107-19-0085, ,S,1,0,6.49,6.49,0,0,6.49,0,0
107-19-0085, ,S,1,0,6.49,6.49,0,0,6.49,0,0
107-19-0085, ,S,2,0,12.98,12.98,0,0,6.49,0,0
107-19-0085, ,S,1,0,6.49,6.49,0,0,6.49,0,0
107-19-0085, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-0085, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-0085, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-0085, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-0085, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-0095,,SCANNED,1,0,8.99,8.99,0,0,8.99,0,0
107-19-0143, ,S,1,0,3.49,3.49,0,0,3.49,0,0
107-19-0154, ,S,1,0,10.99,10.99,0,0,10.99,0,0
107-19-0169, ,S,1,0,8.99,8.99,0,0,8.99,0,0
107-19-0174, ,S,1,0,38.49,38.49,0,0,38.49,0,0
107-19-0174, ,S,1,0,33.99,33.99,0,0,33.99,0,0
107-19-0189, ,S,1,0,13.49,13.49,0,0,13.49,0,0
107-19-0295, ,S,1,0,8.39,8.39,0,0,8.39,0,0
107-19-0295, ,S,2,0,16.78,16.78,0,0,8.39,0,0
107-19-0341, ,S,3,0,13.47,13.47,0,0,4.49,0,0
107-19-0341, ,S,1,0,6.99,6.99,0,0,6.99,0,0
107-19-0348, ,S,1,0,23.79,23.79,0,0,23.79,0,0
107-19-0411,,SCANNED,1,0,24.99,24.99,0,0,24.99,0,0
107-19-0413, ,S,1,0,12.99,12.99,0,0,12.99,0,0
107-19-0450, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-0509,,SCANNED,1,0,7.69,7.69,0,0,7.69,0,0
107-19-0509, ,S,1,0,7.99,7.99,0,0,7.99,0,0
107-19-0521, ,S,1,0,11.99,11.99,0,0,11.99,0,0
107-19-0521, ,S,1,0,11.99,11.99,0,0,11.99,0,0
107-19-0526, ,S,1,0,7.99,7.99,0,0,7.99,0,0
107-19-0589, ,S,1,0,19,19,0,0,19,0,0
107-19-0589, ,S,1,0,19,19,0,0,19,0,0
107-19-0632,,SCANNED,1,0,6.99,6.29,0.7,0.7,6.99,0.100143062,0
107-19-0632,,SCANNED,1,0,6.99,6.29,0.7,0.7,6.99,0.100143062,0
107-19-0632,,SCANNED,1,0,6.99,6.29,0.7,0.7,6.99,0.100143062,0
107-19-0632,,SCANNED,3,0,20.97,18.87,2.1,2.1,6.99,0.100143062,0
107-19-0632,,SCANNED,6,0,41.94,37.74,4.2,4.2,6.99,0.100143062,0
107-19-0632, ,S,1,0,6.99,6.99,0,0,6.99,0,0
107-19-0632, ,S,1,0,6.99,6.99,0,0,6.99,0,0
107-19-0649, ,S,1,0,29.99,29.99,0,0,29.99,0,0
107-19-0649, ,S,1,0,24.99,24.99,0,0,24.99,0,0
107-19-0649, ,S,1,0,20.99,20.99,0,0,20.99,0,0
107-19-0713, ,S,1,0,24.99,24.99,0,0,24.99,0,0
107-19-0733, ,S,1,0,13.49,13.49,0,0,13.49,0,0
107-19-0749, ,S,1,0,10.99,10.99,0,0,10.99,0,0
107-19-0786, ,S,2,0,13.98,13.98,0,0,6.99,0,0
107-19-0786, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-0800, ,S,1,0,9.29,9.29,0,0,9.29,0,0
107-19-0968, ,S,2,0,16.18,16.18,0,0,8.09,0,0
107-19-0968, ,S,1,0,26.99,26.99,0,0,26.99,0,0
107-19-0968, ,S,1,0,26.99,26.99,0,0,26.99,0,0
107-19-0974, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-0974, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-0974, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-0974, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-0974, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-0974, ,S,2,0,31.98,31.98,0,0,15.99,0,0
107-19-1015, ,S,1,0,6.49,6.49,0,0,6.49,0,0
107-19-1115, ,S,1,0,24.99,24.99,0,0,24.99,0,0
107-19-1139, ,S,1,0,26.99,26.99,0,0,26.99,0,0
107-19-1178, ,S,1,0,7.99,7.99,0,0,7.99,0,0
107-19-1208, ,S,1,0,8.99,8.99,0,0,8.99,0,0
107-19-1227,,SCANNED,1,0,15.99,15.99,0,0,15.99,0,0
107-19-1263, ,S,1,0,2.66,2.66,0,0,2.66,0,0
107-19-1263, ,S,1,0,4.44,4.44,0,0,4.44,0,0
107-19-1263, ,S,1,0,7.49,7.49,0,0,7.49,0,0
107-19-1463, ,S,1,0,11.29,11.29,0,0,11.29,0,0
107-19-1503, ,S,1,0,6.49,6.49,0,0,6.49,0,0
107-19-1503, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-1614, ,S,1,0,0,7.34,-7.34,-7.34,0,0,0
107-19-1788, ,S,1,0,9.99,9.99,0,0,9.99,0,0
107-19-1788, ,S,2,0,19.98,19.98,0,0,9.99,0,0
107-19-1914, ,S,1,0,8.79,8.79,0,0,8.79,0,0
107-19-1914, ,S,1,0,8.39,8.39,0,0,8.39,0,0
107-19-1914, ,S,1,0,8.39,8.39,0,0,8.39,0,0
107-19-1947, ,S,1,0,25.49,25.49,0,0,25.49,0,0
107-19-2041,,SCANNED,1,0,8.99,8.99,0,0,8.99,0,0
107-19-2041, ,S,1,0,8.79,8.79,0,0,8.79,0,0
107-19-2041, ,S,1,0,8.39,8.39,0,0,8.39,0,0
107-19-2183, ,S,1,0,20.49,20.49,0,0,20.49,0,0
107-19-2453, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-2464, ,S,1,0,4.44,4.44,0,0,4.44,0,0
107-19-2671, ,S,2,0,17.58,17.58,0,0,8.79,0,0
107-19-2671, ,S,1,0,7.99,7.99,0,0,7.99,0,0
107-19-2671, ,S,1,0,7.99,7.99,0,0,7.99,0,0
107-19-2775,,SCANNED,1,0,11.99,11.99,0,0,11.99,0,0
107-19-2824, ,S,1,0,31.99,31.99,0,0,31.99,0,0
107-19-2869,,,1,0,30.99,30.99,0,0,-30.99,0,0
107-19-2869,,SCANNED,1,0.1,30.99,27.99,3,3,30.99,0.096805421,-3
107-19-2973, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-2973, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-3218, ,S,1,0,6.49,6.49,0,0,6.49,0,0
107-19-3271, ,S,2,0,39.98,39.98,0,0,19.99,0,0
107-19-3276, ,S,1,0,6.79,6.79,0,0,6.79,0,0
107-19-3384, ,S,1,0,19.99,15.99,4,4,19.99,0.20010005,0
107-19-3396, ,S,1,0.3,9.89,6.92,2.97,2.97,9.89,0.300303337,0
107-19-3397, ,S,1,0,24.99,24.99,0,0,24.99,0,0
107-19-3405,,SCANNED,1,0,15.99,15.99,0,0,15.99,0,0
107-19-3405, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-3405, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-3405, ,S,3,0,47.97,47.97,0,0,15.99,0,0
107-19-3468, ,S,1,0,6.74,6.74,0,0,6.74,0,0
107-19-4031, ,S,2,0,18.98,18.98,0,0,9.49,0,0
107-19-4145, ,S,1,0,9.99,9.99,0,0,9.99,0,0
107-19-4145, ,S,1,0,7.99,7.99,0,0,7.99,0,0
107-19-4270, ,S,1,0,36.99,36.99,0,0,36.99,0,0
107-19-4286, ,S,1,0,19.99,19.99,0,0,19.99,0,0
107-19-4286, ,S,1,0,21.49,21.49,0,0,21.49,0,0
107-19-4312, ,S,1,0,2.99,2.99,0,0,2.99,0,0
107-19-4346, ,S,1,0,7.59,7.59,0,0,7.59,0,0
107-19-4438, ,S,1,0,9.29,9.29,0,0,9.29,0,0
107-19-4450, ,S,1,0,12.49,12.49,0,0,12.49,0,0
107-19-4513, ,S,1,0,13.49,13.49,0,0,13.49,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,11.99,4,4,15.99,0.250156348,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4764, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-4769, ,S,1,0,6.92,6.92,0,0,6.92,0,0
107-19-4841, ,S,1,0,16.49,16.49,0,0,16.49,0,0
107-19-4841, ,S,1,0,16.49,16.49,0,0,16.49,0,0
107-19-4933, ,S,1,0,8.49,8.49,0,0,8.49,0,0
107-19-4984, ,S,1,0,13.49,13.49,0,0,13.49,0,0
107-19-4986,,SCANNED,1,0,16.49,16.49,0,0,16.49,0,0
107-19-4986,,SCANNED,1,0,16.49,16.49,0,0,16.49,0,0
107-19-4986, ,S,1,0,16.49,16.49,0,0,16.49,0,0
107-19-4986, ,S,1,0,16.49,16.49,0,0,16.49,0,0
107-19-5055, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-5093, ,S,1,0,4.99,4.99,0,0,4.99,0,0
107-19-5303, ,S,1,0,18.99,18.99,0,0,18.99,0,0
107-19-5303, ,S,1,0,25.99,25.99,0,0,25.99,0,0
107-19-5378,,SCANNED,1,0,19.99,19.99,0,0,19.99,0,0
107-19-5378,,SCANNED,1,0,19.99,19.99,0,0,19.99,0,0
107-19-5483, ,S,1,0,22.99,17.99,5,5,22.99,0.217485863,0
107-19-5533, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-5607, ,S,6,0,25.14,25.14,0,0,4.19,0,0
107-19-5607, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-5639, ,S,1,0,10.19,10.19,0,0,10.19,0,0
107-19-5739, ,S,1,0,24.99,24.99,0,0,24.99,0,0
107-19-5741, ,S,1,0,6.19,6.19,0,0,6.19,0,0
107-19-5768, ,S,1,0,9.89,9.89,0,0,9.89,0,0
107-19-5768, ,S,1,0,9.89,9.89,0,0,9.89,0,0
107-19-5798, ,S,1,0,5.94,5.94,0,0,5.94,0,0
107-19-5798, ,S,1,0,6.99,6.99,0,0,6.99,0,0
107-19-5841, ,S,2,0,18.88,18.88,0,0,9.44,0,0
107-19-5841, ,S,1,0,9.44,9.44,0,0,9.44,0,0
107-19-5841, ,S,2,0,18.88,18.88,0,0,9.44,0,0
107-19-5947, ,S,1,0,9.29,9.29,0,0,9.29,0,0
107-19-5947, ,S,1,0,9.29,9.29,0,0,9.29,0,0
107-19-5947, ,S,1,0,9.29,9.29,0,0,9.29,0,0
107-19-5947, ,S,1,0,6.99,6.99,0,0,6.99,0,0
107-19-6000, ,S,1,0,8.99,8.99,0,0,8.99,0,0
107-19-6054, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-6054, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-6054, ,S,1,0,15.99,15.99,0,0,15.99,0,0
107-19-6054, ,S,4,0,63.96,63.96,0,0,15.99,0,0
107-19-6319, ,S,1,0,16.49,16.49,0,0,16.49,0,0
107-19-6368, ,S,1,0,8.99,8.99,0,0,8.99,0,0
107-19-6416, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-6417, ,S,2,0,39.98,39.98,0,0,19.99,0,0
107-19-6553,,SCANNED,1,0,33.99,33.99,0,0,33.99,0,0
107-19-6581, ,S,1,0,23.99,23.99,0,0,23.99,0,0
107-19-6669, ,S,1,0,19.99,19.99,0,0,19.99,0,0
107-19-6669, ,S,1,0,19.99,19.99,0,0,19.99,0,0
107-19-6669, ,S,1,0,19.99,19.99,0,0,19.99,0,0
107-19-6669, ,S,1,0,19.99,19.99,0,0,19.99,0,0
107-19-6775,,SCANNED,1,0,10.69,10.69,0,0,10.69,0,0
107-19-6775, ,S,4,0,29.96,29.96,0,0,7.49,0,0
107-19-6787,,SCANNED,1,0,24.99,19.99,5,5,24.99,0.200080032,0
107-19-6915, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-6915, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-6915, ,S,2,0,11.98,11.98,0,0,5.99,0,0
107-19-6915, ,S,1,0,5.99,5.99,0,0,5.99,0,0
107-19-6931, ,S,1,0,19.99,19.99,0,0,19.99,0,0
107-19-6931, ,S,1,0,19.99,19.99,0,0,19.99,0,0
107-19-6931, ,S,1,0,19.99,19.99,0,0,19.99,0,0
107-19-6931, ,S,1,0,20.49,20.49,0,0,20.49,0,0
107-19-6931, ,S,1,0,20.49,20.49,0,0,20.49,0,0
107-19-6931, ,S,1,0,20.49,20.49,0,0,20.49,0,0
107-19-6931, ,S,1,0,20.49,20.49,0,0,20.49,0,0
107-19-6931, ,S,1,0,20.49,20.49,0,0,20.49,0,0
107-19-6931, ,S,1,0,20.49,20.49,0,0,20.49,0,0
107-19-6931, ,S,1,0,20.49,20.49,0,0,20.49,0,0
107-19-6931, ,S,1,0,20.49,20.49,0,0,20.49,0,0
107-19-6931, ,S,1,0,19.39,19.39,0,0,19.39,0,0
107-19-6931, ,S,1,0,19.39,19.39,0,0,19.39,0,0
107-19-6931, ,S,1,0,19.39,19.39,0,0,19.39,0,0
107-19-6943, ,S,1,0,13.99,13.99,0,0,3.4975,0,0
107-19-6993, ,S,2,0,17.58,17.58,0,0,8.79,0,0
107-19-7068, ,S,2,0,17.38,17.38,0,0,8.69,0,0
107-19-7068, ,S,3,0,26.07,26.07,0,0,8.69,0,0
107-19-7068, ,S,2,0,17.38,17.38,0,0,8.69,0,0
107-19-7068, ,S,1,0,8.69,8.69,0,0,8.69,0,0
107-19-7068, ,S,2,0,17.38,17.38,0,0,8.69,0,0
107-19-7068, ,S,1,0,8.69,8.69,0,0,8.69,0,0
107-19-7068, ,S,1,0,8.69,8.69,0,0,8.69,0,0
107-19-7068, ,S,1,0,6.79,6.79,0,0,6.79,0,0
107-19-7103, ,S,1,0,15.99,15.99,0,0,15.99,0,0
