Store_Number,Store_Type,Store_Format,State,Region,Group,District,Market
Store_2925,StoreType_5,StoreFormat_38,State_44,Region_4,Group_22,District_171,Market_269
Store_3289,StoreType_5,StoreFormat_11,State_40,Region_4,Group_03,District_188,Market_203
Store_4821,StoreType_5,StoreFormat_46,State_28,Region_3,Group_08,District_123,Market_248
Store_9664,StoreType_5,StoreFormat_46,State_47,Region_3,Group_14,District_064,Market_004
Store_3803,StoreType_5,StoreFormat_46,State_26,Region_1,Group_28,District_116,Market_125
Store_7400,StoreType_2,StoreFormat_08,State_48,Region_4,Group_16,District_143,Market_404
Store_1785,StoreType_5,StoreFormat_11,State_02,Region_2,Group_10,District_179,Market_383
Store_4593,StoreType_2,StoreFormat_08,State_48,Region_4,Group_16,District_090,Market_404
Store_4006,StoreType_2,StoreFormat_08,State_22,Region_4,Group_25,District_166,Market_020
Store_8861,StoreType_2,StoreFormat_08,State_22,Region_4,Group_04,District_047,Market_149
Store_9783,StoreType_2,StoreFormat_45,State_24,Region_4,Group_12,District_174,Market_340
Store_0302,StoreType_5,StoreFormat_16,State_22,Region_4,Group_25,District_149,Market_306
Store_1692,StoreType_5,StoreFormat_38,State_48,Region_4,Group_16,District_143,Market_119
Store_3112,StoreType_5,StoreFormat_38,State_24,Region_4,Group_12,District_050,Market_009
Store_1052,StoreType_5,StoreFormat_38,State_22,Region_4,Group_25,District_166,Market_020
Store_7391,StoreType_2,StoreFormat_12,State_22,Region_4,Group_04,District_101,Market_006
Store_6251,StoreType_5,StoreFormat_38,State_34,Region_1,Group_11,District_094,Market_148
Store_9206,StoreType_5,StoreFormat_11,State_34,Region_1,Group_11,District_094,Market_148
Store_2026,StoreType_5,StoreFormat_37,State_36,Region_3,Group_17,District_021,Market_318
Store_7697,StoreType_5,StoreFormat_31,State_40,Region_4,Group_20,District_004,Market_382
Store_0389,StoreType_5,StoreFormat_38,State_44,Region_4,Group_22,District_171,Market_269
Store_0386,StoreType_2,StoreFormat_08,State_22,Region_4,Group_04,District_101,Market_006
Store_4395,StoreType_5,StoreFormat_38,State_11,Region_4,Group_22,District_114,Market_301
Store_7527,StoreType_2,StoreFormat_45,State_36,Region_3,Group_17,District_072,Market_318
Store_0210,StoreType_5,StoreFormat_46,State_33,Region_2,Group_24,District_147,Market_292
Store_1241,StoreType_5,StoreFormat_37,State_21,Region_2,Group_23,District_088,Market_015
Store_3322,StoreType_5,StoreFormat_46,State_15,Region_2,Group_09,District_046,Market_015
Store_4711,StoreType_5,StoreFormat_38,State_21,Region_2,Group_21,District_039,Market_013
Store_5764,StoreType_2,StoreFormat_08,State_12,Region_3,Group_06,District_067,Market_183
Store_6467,StoreType_5,StoreFormat_01,State_15,Region_2,Group_09,District_017,Market_105
Store_2351,StoreType_5,StoreFormat_31,State_17,Region_2,Group_19,District_018,Market_396
Store_2460,StoreType_2,StoreFormat_08,State_26,Region_1,Group_28,District_118,Market_125
Store_3556,StoreType_5,StoreFormat_38,State_42,Region_4,Group_16,District_016,Market_252
Store_0945,StoreType_5,StoreFormat_04,State_08,Region_3,Group_07,District_131,Market_276
Store_5203,StoreType_5,StoreFormat_16,State_40,Region_4,Group_03,District_188,Market_203
Store_8008,StoreType_2,StoreFormat_12,State_01,Region_3,Group_15,District_137,Market_152
Store_9753,StoreType_5,StoreFormat_11,State_37,Region_3,Group_14,District_102,Market_057
Store_7621,StoreType_5,StoreFormat_11,State_15,Region_2,Group_09,District_150,Market_015
Store_1917,StoreType_5,StoreFormat_46,State_10,Region_2,Group_13,District_158,Market_069
Store_3868,StoreType_5,StoreFormat_16,State_05,Region_4,Group_29,District_014,Market_275
Store_3704,StoreType_5,StoreFormat_46,State_33,Region_2,Group_24,District_078,Market_003
Store_6483,StoreType_5,StoreFormat_16,State_26,Region_1,Group_05,District_127,Market_065
Store_5526,StoreType_5,StoreFormat_27,State_26,Region_1,Group_26,District_079,Market_053
Store_3729,StoreType_5,StoreFormat_31,State_17,Region_2,Group_19,District_139,Market_234
Store_6522,StoreType_2,StoreFormat_08,State_24,Region_4,Group_12,District_037,Market_340
Store_1814,StoreType_2,StoreFormat_45,State_23,Region_3,Group_08,District_136,Market_297
Store_7765,StoreType_5,StoreFormat_46,State_20,Region_4,Group_12,District_050,Market_083
Store_6589,StoreType_2,StoreFormat_12,State_01,Region_3,Group_15,District_142,Market_152
Store_5137,StoreType_5,StoreFormat_38,State_33,Region_2,Group_24,District_106,Market_401
Store_3118,StoreType_5,StoreFormat_16,State_26,Region_1,Group_28,District_160,Market_002
Store_4575,StoreType_5,StoreFormat_01,State_40,Region_4,Group_20,District_187,Market_176
Store_2758,StoreType_5,StoreFormat_01,State_14,Region_1,Group_26,District_122,Market_293
Store_6445,StoreType_5,StoreFormat_01,State_14,Region_1,Group_26,District_122,Market_293
Store_0114,StoreType_5,StoreFormat_46,State_14,Region_1,Group_26,District_122,Market_198
Store_0554,StoreType_5,StoreFormat_31,State_36,Region_3,Group_02,District_185,Market_159
Store_8651,StoreType_5,StoreFormat_46,State_50,Region_3,Group_18,District_182,Market_054
Store_5417,StoreType_5,StoreFormat_16,State_17,Region_2,Group_19,District_186,Market_105
Store_1155,StoreType_5,StoreFormat_16,State_40,Region_4,Group_03,District_162,Market_203
Store_3733,StoreType_5,StoreFormat_46,State_26,Region_1,Group_28,District_178,Market_233
Store_8257,StoreType_5,StoreFormat_11,State_26,Region_1,Group_05,District_155,Market_065
Store_1024,StoreType_5,StoreFormat_37,State_28,Region_3,Group_08,District_123,Market_248
Store_5692,StoreType_5,StoreFormat_11,State_32,Region_3,Group_02,District_070,Market_041
Store_2833,StoreType_5,StoreFormat_11,State_26,Region_1,Group_27,District_077,Market_065
Store_5512,StoreType_5,StoreFormat_46,State_40,Region_4,Group_20,District_168,Market_094
Store_1524,StoreType_2,StoreFormat_08,State_40,Region_4,Group_03,District_036,Market_155
Store_1386,StoreType_5,StoreFormat_37,State_22,Region_4,Group_25,District_111,Market_256
Store_5965,StoreType_5,StoreFormat_31,State_40,Region_4,Group_03,District_188,Market_286
Store_5511,StoreType_5,StoreFormat_11,State_40,Region_4,Group_03,District_012,Market_155
Store_9314,StoreType_5,StoreFormat_27,State_04,Region_2,Group_21,District_167,Market_274
Store_0413,StoreType_2,StoreFormat_08,State_42,Region_4,Group_16,District_161,Market_140
Store_3724,StoreType_5,StoreFormat_46,State_02,Region_2,Group_10,District_057,Market_199
Store_5778,StoreType_5,StoreFormat_37,State_02,Region_2,Group_10,District_057,Market_170
Store_0146,StoreType_5,StoreFormat_46,State_02,Region_2,Group_10,District_179,Market_343
Store_1948,StoreType_5,StoreFormat_38,State_33,Region_2,Group_24,District_157,Market_108
Store_7582,StoreType_5,StoreFormat_46,State_17,Region_2,Group_13,District_169,Market_355
Store_5224,StoreType_5,StoreFormat_37,State_40,Region_4,Group_03,District_012,Market_176
Store_5659,StoreType_5,StoreFormat_46,State_17,Region_2,Group_13,District_169,Market_259
Store_9133,StoreType_5,StoreFormat_46,State_37,Region_3,Group_18,District_096,Market_390
Store_6892,StoreType_5,StoreFormat_46,State_51,Region_4,Group_22,District_146,Market_266
Store_5186,StoreType_5,StoreFormat_37,State_22,Region_4,Group_22,District_085,Market_033
Store_3439,StoreType_5,StoreFormat_11,State_15,Region_2,Group_19,District_139,Market_015
Store_8087,StoreType_5,StoreFormat_46,State_45,Region_3,Group_08,District_123,Market_037
Store_7336,StoreType_5,StoreFormat_31,State_01,Region_3,Group_15,District_032,Market_152
Store_6668,StoreType_5,StoreFormat_46,State_47,Region_3,Group_14,District_058,Market_004
Store_5609,StoreType_5,StoreFormat_37,State_21,Region_2,Group_23,District_088,Market_015
Store_2250,StoreType_5,StoreFormat_16,State_46,Region_3,Group_06,District_067,Market_183
Store_2872,StoreType_5,StoreFormat_37,State_26,Region_1,Group_28,District_160,Market_002
Store_7540,StoreType_2,StoreFormat_12,State_01,Region_3,Group_15,District_097,Market_152
Store_7213,StoreType_5,StoreFormat_46,State_43,Region_3,Group_08,District_136,Market_111
Store_2608,StoreType_5,StoreFormat_46,State_23,Region_3,Group_08,District_024,Market_048
Store_8701,StoreType_5,StoreFormat_46,State_21,Region_2,Group_10,District_073,Market_022
Store_2661,StoreType_5,StoreFormat_31,State_28,Region_3,Group_08,District_003,Market_227
Store_6674,StoreType_5,StoreFormat_46,State_21,Region_2,Group_10,District_073,Market_167
Store_3718,StoreType_5,StoreFormat_37,State_26,Region_1,Group_26,District_075,Market_053
Store_3362,StoreType_5,StoreFormat_11,State_26,Region_1,Group_28,District_165,Market_002
Store_1914,StoreType_5,StoreFormat_16,State_26,Region_1,Group_27,District_044,Market_092
Store_9086,StoreType_5,StoreFormat_46,State_40,Region_4,Group_03,District_036,Market_155
Store_2698,StoreType_2,StoreFormat_45,State_26,Region_1,Group_05,District_091,Market_371
Store_1246,StoreType_5,StoreFormat_46,State_26,Region_1,Group_28,District_178,Market_233
Store_4954,StoreType_5,StoreFormat_01,State_26,Region_1,Group_27,District_030,Market_065
Store_6799,StoreType_2,StoreFormat_45,State_26,Region_1,Group_05,District_069,Market_371
Store_9538,StoreType_5,StoreFormat_46,State_20,Region_1,Group_28,District_022,Market_332
Store_2134,StoreType_5,StoreFormat_31,State_19,Region_3,Group_02,District_010,Market_374
Store_6497,StoreType_5,StoreFormat_37,State_48,Region_4,Group_22,District_146,Market_266
Store_7266,StoreType_5,StoreFormat_46,State_21,Region_2,Group_09,District_063,Market_015
Store_9746,StoreType_2,StoreFormat_21,State_42,Region_4,Group_16,District_161,Market_140
Store_0820,StoreType_5,StoreFormat_16,State_33,Region_2,Group_24,District_157,Market_108
Store_4392,StoreType_5,StoreFormat_11,State_26,Region_1,Group_26,District_086,Market_065
Store_6888,StoreType_5,StoreFormat_11,State_27,Region_2,Group_10,District_129,Market_377
Store_4269,StoreType_5,StoreFormat_37,State_26,Region_1,Group_05,District_127,Market_065
Store_4471,StoreType_5,StoreFormat_37,State_19,Region_3,Group_14,District_117,Market_228
Store_5033,StoreType_5,StoreFormat_37,State_51,Region_4,Group_22,District_085,Market_115
Store_9375,StoreType_5,StoreFormat_37,State_47,Region_3,Group_14,District_117,Market_228
Store_4059,StoreType_5,StoreFormat_16,State_47,Region_3,Group_14,District_058,Market_004
Store_9047,StoreType_5,StoreFormat_27,State_47,Region_3,Group_14,District_117,Market_228
Store_9981,StoreType_5,StoreFormat_37,State_22,Region_4,Group_04,District_121,Market_055
Store_7484,StoreType_2,StoreFormat_21,State_36,Region_3,Group_17,District_135,Market_318
Store_8947,StoreType_5,StoreFormat_11,State_08,Region_3,Group_07,District_061,Market_372
Store_4584,StoreType_5,StoreFormat_31,State_26,Region_1,Group_28,District_165,Market_002
Store_0227,StoreType_5,StoreFormat_37,State_42,Region_4,Group_16,District_151,Market_140
Store_3776,StoreType_5,StoreFormat_37,State_40,Region_4,Group_03,District_152,Market_203
Store_8484,StoreType_2,StoreFormat_45,State_40,Region_4,Group_20,District_187,Market_176
Store_5954,StoreType_5,StoreFormat_16,State_17,Region_2,Group_19,District_177,Market_105
Store_4413,StoreType_5,StoreFormat_37,State_20,Region_4,Group_12,District_082,Market_083
Store_7659,StoreType_5,StoreFormat_37,State_07,Region_4,Group_22,District_112,Market_126
Store_4297,StoreType_2,StoreFormat_45,State_26,Region_1,Group_05,District_069,Market_371
Store_5292,StoreType_5,StoreFormat_31,State_33,Region_2,Group_24,District_078,Market_003
Store_9302,StoreType_2,StoreFormat_21,State_44,Region_4,Group_22,District_171,Market_269
Store_5677,StoreType_2,StoreFormat_07,State_40,Region_4,Group_20,District_060,Market_094
Store_0080,StoreType_5,StoreFormat_37,State_01,Region_3,Group_15,District_142,Market_152
Store_3529,StoreType_2,StoreFormat_07,State_40,Region_4,Group_20,District_181,Market_094
Store_7681,StoreType_5,StoreFormat_01,State_30,Region_1,Group_11,District_104,Market_095
Store_8207,StoreType_5,StoreFormat_16,State_26,Region_1,Group_28,District_178,Market_153
Store_2282,StoreType_5,StoreFormat_37,State_32,Region_3,Group_02,District_070,Market_041
Store_5185,StoreType_5,StoreFormat_37,State_46,Region_3,Group_07,District_115,Market_235
Store_6024,StoreType_5,StoreFormat_37,State_17,Region_2,Group_19,District_180,Market_105
Store_4016,StoreType_5,StoreFormat_37,State_21,Region_2,Group_21,District_039,Market_255
Store_7693,StoreType_5,StoreFormat_37,State_17,Region_2,Group_13,District_169,Market_352
Store_4053,StoreType_5,StoreFormat_11,State_13,Region_2,Group_21,District_183,Market_377
Store_7088,StoreType_5,StoreFormat_37,State_11,Region_4,Group_22,District_163,Market_213
Store_9209,StoreType_5,StoreFormat_31,State_27,Region_2,Group_21,District_167,Market_377
Store_8024,StoreType_5,StoreFormat_37,State_40,Region_4,Group_03,District_188,Market_358
Store_6872,StoreType_5,StoreFormat_37,State_11,Region_4,Group_22,District_163,Market_064
Store_8408,StoreType_5,StoreFormat_31,State_17,Region_2,Group_19,District_139,Market_234
Store_7956,StoreType_5,StoreFormat_16,State_17,Region_2,Group_19,District_180,Market_105
Store_9442,StoreType_5,StoreFormat_37,State_29,Region_2,Group_24,District_147,Market_044
Store_8953,StoreType_5,StoreFormat_16,State_43,Region_3,Group_06,District_081,Market_086
Store_4991,StoreType_2,StoreFormat_21,State_28,Region_3,Group_08,District_123,Market_248
Store_6410,StoreType_5,StoreFormat_31,State_50,Region_3,Group_18,District_043,Market_054
Store_8005,StoreType_5,StoreFormat_37,State_17,Region_2,Group_19,District_177,Market_100
Store_7732,StoreType_5,StoreFormat_37,State_08,Region_3,Group_07,District_153,Market_276
Store_9464,StoreType_5,StoreFormat_37,State_22,Region_4,Group_25,District_149,Market_011
Store_9409,StoreType_5,StoreFormat_37,State_17,Region_2,Group_19,District_180,Market_105
Store_1224,StoreType_2,StoreFormat_21,State_40,Region_4,Group_20,District_060,Market_094
Store_4767,StoreType_5,StoreFormat_37,State_47,Region_3,Group_14,District_117,Market_228
Store_1908,StoreType_5,StoreFormat_37,State_36,Region_3,Group_17,District_103,Market_318
Store_7669,StoreType_5,StoreFormat_37,State_05,Region_4,Group_29,District_001,Market_275
Store_2728,StoreType_5,StoreFormat_37,State_17,Region_2,Group_13,District_169,Market_346
Store_3690,StoreType_5,StoreFormat_37,State_20,Region_4,Group_12,District_050,Market_083
Store_3020,StoreType_5,StoreFormat_37,State_20,Region_4,Group_12,District_082,Market_083
Store_8242,StoreType_5,StoreFormat_37,State_27,Region_2,Group_10,District_099,Market_377
Store_7164,StoreType_2,StoreFormat_07,State_40,Region_4,Group_20,District_060,Market_094
Store_7464,StoreType_5,StoreFormat_37,State_26,Region_1,Group_01,District_048,Market_197
Store_0134,StoreType_5,StoreFormat_31,State_26,Region_1,Group_01,District_048,Market_197
Store_0616,StoreType_5,StoreFormat_31,State_08,Region_3,Group_07,District_153,Market_276
Store_9583,StoreType_5,StoreFormat_09,State_17,Region_2,Group_19,District_180,Market_105
Store_1328,StoreType_5,StoreFormat_37,State_26,Region_1,Group_01,District_054,Market_077
Store_1000,StoreType_5,StoreFormat_09,State_26,Region_1,Group_28,District_160,Market_002
Store_2588,StoreType_5,StoreFormat_09,State_26,Region_1,Group_01,District_048,Market_197
Store_8794,StoreType_5,StoreFormat_37,State_27,Region_2,Group_21,District_167,Market_274
Store_3309,StoreType_5,StoreFormat_41,State_17,Region_2,Group_19,District_139,Market_234
Store_6474,StoreType_5,StoreFormat_37,State_25,Region_3,Group_06,District_175,Market_039
Store_3683,StoreType_5,StoreFormat_37,State_36,Region_3,Group_17,District_170,Market_318
Store_3166,StoreType_5,StoreFormat_37,State_26,Region_1,Group_01,District_080,Market_393
Store_1320,StoreType_5,StoreFormat_37,State_26,Region_1,Group_05,District_154,Market_065
Store_9736,StoreType_5,StoreFormat_37,State_10,Region_2,Group_13,District_158,Market_247
Store_8620,StoreType_5,StoreFormat_37,State_26,Region_1,Group_26,District_138,Market_065
Store_3740,StoreType_5,StoreFormat_37,State_25,Region_3,Group_06,District_110,Market_039
Store_6238,StoreType_5,StoreFormat_10,State_27,Region_2,Group_21,District_164,Market_377
Store_9171,StoreType_5,StoreFormat_10,State_14,Region_1,Group_26,District_122,Market_407
Store_5923,StoreType_5,StoreFormat_37,State_14,Region_1,Group_26,District_122,Market_198
Store_9784,StoreType_5,StoreFormat_31,State_27,Region_2,Group_21,District_164,Market_377
Store_8490,StoreType_5,StoreFormat_10,State_14,Region_1,Group_26,District_122,Market_293
Store_4578,StoreType_5,StoreFormat_01,State_26,Region_1,Group_28,District_178,Market_153
Store_1505,StoreType_2,StoreFormat_45,State_23,Region_3,Group_08,District_095,Market_048
Store_1260,StoreType_5,StoreFormat_37,State_23,Region_3,Group_08,District_095,Market_048
Store_2619,StoreType_5,StoreFormat_37,State_05,Region_4,Group_29,District_107,Market_336
Store_9929,StoreType_5,StoreFormat_37,State_40,Region_4,Group_03,District_012,Market_176
Store_2365,StoreType_5,StoreFormat_37,State_28,Region_3,Group_08,District_003,Market_227
Store_9213,StoreType_5,StoreFormat_16,State_19,Region_3,Group_02,District_010,Market_374
Store_5263,StoreType_5,StoreFormat_09,State_27,Region_2,Group_10,District_129,Market_377
Store_0998,StoreType_5,StoreFormat_37,State_26,Region_1,Group_27,District_126,Market_065
Store_6018,StoreType_5,StoreFormat_37,State_07,Region_4,Group_22,District_112,Market_314
Store_4369,StoreType_5,StoreFormat_37,State_28,Region_3,Group_08,District_003,Market_161
Store_7865,StoreType_5,StoreFormat_37,State_06,Region_4,Group_29,District_013,Market_099
Store_1269,StoreType_5,StoreFormat_09,State_26,Region_1,Group_28,District_116,Market_208
Store_0406,StoreType_5,StoreFormat_37,State_24,Region_4,Group_12,District_184,Market_340
Store_2941,StoreType_5,StoreFormat_37,State_21,Region_2,Group_09,District_065,Market_015
Store_6124,StoreType_5,StoreFormat_10,State_40,Region_4,Group_20,District_168,Market_094
Store_0681,StoreType_5,StoreFormat_37,State_17,Region_2,Group_19,District_109,Market_396
Store_6672,StoreType_5,StoreFormat_31,State_26,Region_1,Group_26,District_079,Market_133
Store_0657,StoreType_5,StoreFormat_37,State_26,Region_1,Group_26,District_079,Market_053
Store_6035,StoreType_5,StoreFormat_16,State_03,Region_2,Group_19,District_177,Market_105
Store_1243,StoreType_5,StoreFormat_31,State_08,Region_3,Group_07,District_061,Market_372
Store_6185,StoreType_1,StoreFormat_47,State_26,Region_1,Group_01,District_100,Market_393
Store_1096,StoreType_5,StoreFormat_16,State_26,Region_1,Group_01,District_098,Market_393
Store_4824,StoreType_6,StoreFormat_03,State_26,Region_1,Group_01,District_054,Market_393
Store_8771,StoreType_5,StoreFormat_37,State_33,Region_2,Group_24,District_078,Market_003
Store_9809,StoreType_5,StoreFormat_16,State_26,Region_1,Group_01,District_080,Market_393
Store_7477,StoreType_5,StoreFormat_37,State_26,Region_1,Group_01,District_054,Market_393
Store_6300,StoreType_1,StoreFormat_47,State_26,Region_1,Group_26,District_124,Market_065
Store_7943,StoreType_1,StoreFormat_47,State_26,Region_1,Group_26,District_086,Market_065
Store_4635,StoreType_1,StoreFormat_47,State_26,Region_1,Group_26,District_086,Market_065
Store_8344,StoreType_5,StoreFormat_37,State_30,Region_1,Group_11,District_104,Market_095
Store_2327,StoreType_5,StoreFormat_37,State_08,Region_3,Group_07,District_153,Market_276
Store_6880,StoreType_5,StoreFormat_37,State_36,Region_3,Group_17,District_170,Market_318
Store_5287,StoreType_5,StoreFormat_09,State_05,Region_4,Group_29,District_107,Market_336
Store_8839,StoreType_5,StoreFormat_37,State_05,Region_4,Group_29,District_140,Market_336
Store_6247,StoreType_6,StoreFormat_25,State_38,Region_1,Group_11,District_068,Market_112
Store_9914,StoreType_5,StoreFormat_37,State_17,Region_2,Group_19,District_109,Market_396
Store_3521,StoreType_5,StoreFormat_37,State_33,Region_2,Group_24,District_133,Market_069
Store_6286,StoreType_5,StoreFormat_37,State_26,Region_1,Group_01,District_019,Market_017
Store_5608,StoreType_5,StoreFormat_37,State_44,Region_4,Group_22,District_171,Market_269
Store_2083,StoreType_1,StoreFormat_47,State_36,Region_3,Group_17,District_170,Market_318
Store_3681,StoreType_5,StoreFormat_37,State_26,Region_1,Group_27,District_093,Market_092
Store_9197,StoreType_5,StoreFormat_37,State_40,Region_4,Group_03,District_036,Market_155
Store_4238,StoreType_5,StoreFormat_09,State_26,Region_1,Group_01,District_054,Market_077
Store_3027,StoreType_5,StoreFormat_37,State_21,Region_2,Group_10,District_073,Market_018
Store_2507,StoreType_5,StoreFormat_09,State_26,Region_1,Group_26,District_075,Market_065
Store_6199,StoreType_5,StoreFormat_09,State_21,Region_2,Group_09,District_063,Market_015
Store_1168,StoreType_5,StoreFormat_37,State_41,Region_4,Group_12,District_045,Market_347
Store_0363,StoreType_5,StoreFormat_37,State_48,Region_4,Group_16,District_105,Market_414
Store_7860,StoreType_5,StoreFormat_37,State_44,Region_4,Group_16,District_090,Market_339
Store_2489,StoreType_5,StoreFormat_37,State_50,Region_3,Group_18,District_083,Market_051
Store_5850,StoreType_5,StoreFormat_37,State_23,Region_3,Group_08,District_024,Market_048
Store_0645,StoreType_5,StoreFormat_10,State_27,Region_2,Group_21,District_164,Market_377
Store_9907,StoreType_5,StoreFormat_37,State_36,Region_3,Group_02,District_038,Market_158
Store_4023,StoreType_5,StoreFormat_37,State_26,Region_1,Group_01,District_098,Market_393
Store_2620,StoreType_5,StoreFormat_09,State_26,Region_1,Group_01,District_048,Market_197
Store_5093,StoreType_5,StoreFormat_37,State_26,Region_1,Group_05,District_128,Market_065
Store_3731,StoreType_5,StoreFormat_01,State_21,Region_2,Group_23,District_009,Market_015
Store_6070,StoreType_5,StoreFormat_37,State_22,Region_4,Group_25,District_092,Market_256
Store_5539,StoreType_5,StoreFormat_37,State_21,Region_2,Group_23,District_009,Market_015
Store_3154,StoreType_5,StoreFormat_37,State_10,Region_2,Group_13,District_007,Market_247
Store_5626,StoreType_5,StoreFormat_09,State_21,Region_2,Group_23,District_145,Market_015
Store_8263,StoreType_5,StoreFormat_09,State_22,Region_4,Group_25,District_092,Market_256
Store_1592,StoreType_5,StoreFormat_02,State_21,Region_2,Group_23,District_144,Market_015
Store_0398,StoreType_5,StoreFormat_09,State_47,Region_3,Group_14,District_064,Market_004
Store_6331,StoreType_5,StoreFormat_09,State_15,Region_2,Group_09,District_150,Market_015
Store_3535,StoreType_5,StoreFormat_10,State_26,Region_1,Group_27,District_093,Market_092
Store_3715,StoreType_5,StoreFormat_09,State_38,Region_3,Group_06,District_071,Market_067
Store_1219,StoreType_5,StoreFormat_41,State_36,Region_3,Group_17,District_119,Market_318
Store_0034,StoreType_5,StoreFormat_02,State_40,Region_4,Group_03,District_188,Market_203
Store_4782,StoreType_5,StoreFormat_27,State_17,Region_2,Group_19,District_177,Market_100
Store_8054,StoreType_5,StoreFormat_02,State_40,Region_4,Group_03,District_162,Market_203
Store_5134,StoreType_5,StoreFormat_02,State_14,Region_1,Group_26,District_122,Market_293
Store_5602,StoreType_5,StoreFormat_27,State_26,Region_1,Group_27,District_093,Market_092
Store_1405,StoreType_5,StoreFormat_16,State_26,Region_1,Group_26,District_079,Market_264
Store_9689,StoreType_5,StoreFormat_01,State_05,Region_4,Group_29,District_107,Market_336
Store_9245,StoreType_5,StoreFormat_01,State_03,Region_2,Group_19,District_177,Market_105
Store_6359,StoreType_5,StoreFormat_11,State_08,Region_3,Group_07,District_153,Market_276
Store_5723,StoreType_5,StoreFormat_01,State_15,Region_2,Group_09,District_150,Market_363
Store_0063,StoreType_5,StoreFormat_31,State_39,Region_2,Group_21,District_183,Market_335
Store_9470,StoreType_5,StoreFormat_14,State_15,Region_2,Group_09,District_046,Market_015
Store_9263,StoreType_5,StoreFormat_31,State_40,Region_4,Group_03,District_066,Market_203
Store_2396,StoreType_5,StoreFormat_31,State_17,Region_2,Group_13,District_169,Market_258
Store_2189,StoreType_5,StoreFormat_14,State_14,Region_1,Group_26,District_122,Market_293
Store_2595,StoreType_5,StoreFormat_14,State_21,Region_2,Group_21,District_039,Market_277
Store_9910,StoreType_5,StoreFormat_14,State_26,Region_1,Group_28,District_160,Market_268
Store_1495,StoreType_5,StoreFormat_14,State_36,Region_3,Group_02,District_038,Market_360
Store_7710,,StoreFormat_29,State_14,,,,
Store_5384,StoreType_6,StoreFormat_20,State_01,Region_3,Group_15,District_176,Market_152
Store_4708,StoreType_6,StoreFormat_33,State_26,Region_1,Group_01,District_098,Market_393
Store_1699,StoreType_6,StoreFormat_33,State_01,Region_3,Group_15,District_137,Market_152
Store_1525,StoreType_6,StoreFormat_33,State_26,Region_1,Group_27,District_044,Market_092
Store_9503,StoreType_6,StoreFormat_13,State_17,Region_2,Group_19,District_186,Market_105
Store_0940,StoreType_6,StoreFormat_33,State_36,Region_3,Group_17,District_170,Market_318
Store_8683,StoreType_6,StoreFormat_39,State_36,Region_3,Group_17,District_170,Market_318
Store_1522,StoreType_6,StoreFormat_33,State_33,Region_2,Group_13,District_002,Market_069
Store_9899,StoreType_6,StoreFormat_33,State_10,Region_2,Group_13,District_040,Market_069
Store_3848,StoreType_6,StoreFormat_13,State_17,Region_2,Group_19,District_186,Market_105
Store_8258,StoreType_6,StoreFormat_39,State_36,Region_3,Group_17,District_170,Market_318
Store_0862,StoreType_6,StoreFormat_36,State_26,Region_1,Group_26,District_086,Market_065
Store_5040,StoreType_6,StoreFormat_39,State_26,Region_1,Group_26,District_086,Market_065
Store_9630,StoreType_6,StoreFormat_39,State_26,Region_1,Group_26,District_015,Market_065
Store_3677,StoreType_6,StoreFormat_13,State_36,Region_3,Group_17,District_051,Market_318
Store_0424,StoreType_6,StoreFormat_13,State_36,Region_3,Group_17,District_170,Market_318
Store_9885,StoreType_6,StoreFormat_39,State_27,Region_2,Group_21,District_059,Market_377
Store_9814,StoreType_6,StoreFormat_36,State_27,Region_2,Group_21,District_164,Market_377
Store_6836,StoreType_6,StoreFormat_13,State_26,Region_1,Group_27,District_077,Market_065
Store_5988,StoreType_6,StoreFormat_13,State_27,Region_2,Group_21,District_164,Market_377
Store_2982,StoreType_6,StoreFormat_39,State_17,Region_2,Group_19,District_186,Market_105
Store_3242,StoreType_6,StoreFormat_13,State_21,Region_2,Group_23,District_120,Market_015
Store_5561,StoreType_6,StoreFormat_13,State_21,Region_2,Group_23,District_088,Market_015
Store_3973,StoreType_6,StoreFormat_22,State_26,Region_1,Group_26,District_124,Market_065
Store_9414,StoreType_6,StoreFormat_39,State_26,Region_1,Group_27,District_042,Market_065
Store_1010,StoreType_6,StoreFormat_13,State_17,Region_2,Group_19,District_018,Market_195
Store_0400,StoreType_6,StoreFormat_13,State_15,Region_2,Group_10,District_052,Market_015
Store_9724,StoreType_6,StoreFormat_13,State_21,Region_2,Group_23,District_009,Market_015
Store_3347,StoreType_6,StoreFormat_13,State_21,Region_2,Group_23,District_088,Market_015
Store_1747,StoreType_6,StoreFormat_39,State_01,Region_3,Group_15,District_137,Market_152
Store_5221,StoreType_6,StoreFormat_39,State_26,Region_1,Group_01,District_054,Market_393
Store_8388,StoreType_6,StoreFormat_39,State_05,Region_4,Group_29,District_107,Market_254
Store_4928,StoreType_6,StoreFormat_39,State_10,Region_2,Group_13,District_035,Market_069
Store_5159,StoreType_6,StoreFormat_36,State_21,Region_2,Group_23,District_144,Market_015
Store_7181,StoreType_6,StoreFormat_36,State_47,Region_3,Group_14,District_058,Market_004
Store_6432,StoreType_6,StoreFormat_39,State_17,Region_2,Group_19,District_180,Market_105
Store_3003,StoreType_6,StoreFormat_36,State_21,Region_2,Group_23,District_120,Market_015
Store_8091,StoreType_6,StoreFormat_39,State_40,Region_4,Group_03,District_012,Market_176
Store_6839,StoreType_6,StoreFormat_36,State_26,Region_1,Group_26,District_124,Market_065
