Evidence_ID (PK),Incident_ID,Merchandise_Evidence_DPCI,Evidence_Quantity,Evidence_Retail_Price
3972,Incident_150,054-43-3334,1,22.99
3973,Incident_150,054-42-5870,1,27.99
3974,Incident_150,011-45-3932,1,16.99
3975,Incident_150,052-66-2861,1,12.99
3976,Incident_150,052-45-2257,1,24.99
3977,Incident_150,052-45-0711,1,9.99
3978,Incident_150,014-09-4627,1,4.99
3979,Incident_150,014-02-0569,1,49.99
3980,Incident_150,023-31-2919,1,9.99
3981,Incident_150,012-48-6522,1,19.99
3982,Incident_150,012-45-5872,2,5.99
3983,Incident_150,012-02-9400,1,13.99
3984,Incident_150,080-51-3933,1,6.49
3985,Incident_150,080-51-1362,1,23.49
3986,Incident_150,012-31-3532,1,29.99
3987,Incident_150,012-31-4622,1,39.99
3988,Incident_150,012-43-4278,1,5.79
3989,Incident_150,069-31-1068,1,4.49
3990,Incident_150,057-48-5077,1,16
3991,Incident_150,057-48-3457,1,16
3992,Incident_337,066-31-0377,2,229.99
3993,Incident_070,044-51-2258,1,18
3994,Incident_070,044-65-6767,1,18
3995,Incident_070,044-43-3851,1,25
3996,Incident_070,044-25-3940,1,25
3997,Incident_070,014-25-3078,1,6
3998,Incident_070,052-66-7712,1,12.99
3999,Incident_070,014-42-1791,1,15
4000,Incident_070,023-31-6852,1,4.99
4001,Incident_070,079-35-0083,1,20
4002,Incident_070,011-31-0280,1,5
4003,Incident_070,042-66-1005,1,19.99
4004,Incident_070,013-51-4419,1,4.2
4005,Incident_070,007-65-3588,1,40
4006,Incident_070,007-48-4369,1,15
4007,Incident_070,007-48-0188,1,20
4008,Incident_070,007-64-7657,1,18
4009,Incident_070,007-49-3986,1,25
4010,Incident_070,007-49-5554,1,30
4011,Incident_070,002-65-4318,1,15
4012,Incident_070,002-65-4909,1,15
4013,Incident_070,002-35-0948,1,18
4014,Incident_070,002-11-1843,1,28
4015,Incident_070,002-11-1151,1,15
4016,Incident_070,002-11-1391,1,28
4017,Incident_125,085-68-1344,6,34.99
4018,Incident_205,085-71-0503,6,29.99
4019,Incident_111,,0,0
4020,Incident_395,052-64-7645,1,54.99
4021,Incident_395,052-05-9404,1,149.99
4022,Incident_446,086-24-5155,1,69.99
4023,Incident_022,086-24-7486,1,31.99
4024,Incident_022,115-43-8910,1,109.99
4025,Incident_022,115-43-6722,1,18.99
4026,Incident_022,115-43-4454,1,29.99
4027,Incident_022,037-48-7851,1,14.99
4028,Incident_447,021-24-0722,1,249.99
4029,Incident_447,019-51-1456,1,2.5
4030,Incident_447,019-64-1025,1,5
4031,Incident_387,014-07-0440,1,5
4032,Incident_387,014-07-0840,1,5
4033,Incident_387,019-64-2976,1,3
4034,Incident_387,019-64-0681,3,3
4035,Incident_273,086-24-4435,1,19.99
4036,Incident_273,025-64-6797,1,5
4037,Incident_273,131-48-6680,2,11.99
4038,Incident_273,131-48-6462,1,4.99
4039,Incident_273,131-48-3078,1,3.99
4040,Incident_273,131-48-1688,1,14.99
4041,Incident_273,131-11-3825,1,5.99
4042,Incident_273,131-11-6664,1,2.99
4043,Incident_273,131-11-0020,2,3.99
4044,Incident_273,131-11-4585,1,1.99
4045,Incident_273,131-11-2873,2,2.99
4046,Incident_273,131-11-2025,1,3.99
4047,Incident_273,131-11-0612,1,3.99
4048,Incident_273,052-66-1027,1,1.59
4049,Incident_273,014-31-5896,1,8.89
4050,Incident_273,014-31-1724,1,14.99
4051,Incident_273,014-65-1251,1,10.99
4052,Incident_273,014-45-5207,1,8.99
4053,Incident_273,014-45-0742,1,3.99
4054,Incident_273,014-45-0452,1,3.99
4055,Incident_273,014-43-3473,1,14.99
4056,Incident_273,014-64-3622,1,17.99
4057,Incident_273,014-64-6272,1,10.99
4058,Incident_273,014-64-1156,1,4.49
4059,Incident_273,014-05-2284,1,6
4060,Incident_273,014-05-2809,1,6
4061,Incident_273,014-05-1606,1,10
4062,Incident_273,014-02-6682,1,6
4063,Incident_273,014-02-3001,1,5.99
4064,Incident_273,014-07-3459,1,4
4065,Incident_273,014-42-4946,1,9.99
4066,Incident_273,014-42-5230,1,10
4067,Incident_273,014-42-4023,1,15
4068,Incident_273,014-42-1168,2,15
4069,Incident_273,014-42-0660,1,15
4070,Incident_273,014-42-0086,1,9.99
4071,Incident_273,018-65-4015,1,2.19
4072,Incident_273,089-51-4514,1,17.5
4073,Incident_273,089-51-4201,1,11.89
4074,Incident_273,089-66-1247,1,12.76
4075,Incident_273,001-11-7941,1,16.99
4076,Incident_273,007-51-2253,1,10.99
4077,Incident_273,007-51-1574,1,6.49
4078,Incident_273,007-51-4400,1,10.99
4079,Incident_273,007-29-2748,1,19.99
4080,Incident_273,021-51-8648,1,9.99
4081,Incident_273,012-48-0145,1,4.99
4082,Incident_273,100-65-1643,1,2.59
4083,Incident_382,059-49-5999,1,5
4084,Incident_382,059-49-0640,1,6
4085,Incident_382,059-49-2514,1,6
4086,Incident_382,059-49-2660,1,6
4087,Incident_382,059-49-5170,1,6
4088,Incident_382,097-05-7868,1,19.99
4089,Incident_223,059-49-2738,1,5
4090,Incident_223,059-49-5721,1,5
4091,Incident_223,059-49-1611,1,5
4092,Incident_223,059-49-3659,1,6
4093,Incident_223,097-49-9133,1,12.99
4094,Incident_223,037-45-3462,1,25
4095,Incident_223,037-64-9133,1,6.99
4096,Incident_223,025-24-3632,1,2.4
4097,Incident_223,030-31-5799,1,10
4098,Incident_223,054-65-0581,1,24.99
4099,Incident_223,054-65-0126,1,29.99
4100,Incident_223,115-51-3023,1,9.69
4101,Incident_223,111-02-0800,1,55
4102,Incident_223,019-51-2794,3,5
4103,Incident_223,019-64-0838,1,3
4104,Incident_223,019-64-0794,1,3
4105,Incident_223,056-51-2062,1,18
4106,Incident_223,056-51-0944,1,18
4107,Incident_223,002-05-0769,1,7
4108,Incident_314,131-11-1437,2,7.49
4109,Incident_314,023-65-6852,1,199.99
4110,Incident_314,023-49-0496,3,16.99
4111,Incident_198,059-49-2271,1,6
4112,Incident_198,059-49-6657,1,5
4113,Incident_198,059-49-0098,1,6
4114,Incident_198,059-49-1036,1,6
4115,Incident_198,059-49-5695,1,6
4116,Incident_198,097-49-3743,1,15
4117,Incident_198,025-66-0335,1,8.5
4118,Incident_198,131-11-2064,1,4.99
4119,Incident_198,131-05-5931,1,4.99
4120,Incident_198,052-51-7692,1,12.99
4121,Incident_198,052-45-3780,1,9.99
4122,Incident_198,052-45-2621,1,5.99
4123,Incident_198,052-43-0131,1,6.79
4124,Incident_198,014-05-7696,1,13
4125,Incident_198,014-05-1506,1,8
4126,Incident_198,014-05-4847,1,17
4127,Incident_198,014-05-0296,1,14.99
4128,Incident_198,079-24-0053,1,10
4129,Incident_198,079-24-0115,1,10
4130,Incident_198,115-31-0284,1,10.49
4131,Incident_198,115-31-7455,1,16.39
4132,Incident_198,115-31-3075,1,14.99
4133,Incident_198,115-31-0378,1,14.99
4134,Incident_198,031-39-5902,1,8
4135,Incident_198,002-51-2356,1,15
4136,Incident_198,002-05-4514,1,18
4137,Incident_226,053-48-5497,1,1.19
4138,Incident_226,053-48-6602,1,3.59
4139,Incident_226,053-48-3029,1,3.29
4140,Incident_226,053-48-0246,1,3.29
4141,Incident_226,053-24-4237,2,6.99
4142,Incident_226,053-24-0254,2,9.99
4143,Incident_226,131-25-8366,2,7.99
4144,Incident_226,052-31-1347,3,7.99
4145,Incident_226,052-51-4036,1,5.99
4146,Incident_226,052-45-8183,1,13.99
4147,Incident_226,052-45-2621,1,5.99
4148,Incident_226,052-45-0862,1,19.99
4149,Incident_226,079-24-2296,1,24.99
4150,Incident_226,115-31-3427,3,19.99
4151,Incident_226,115-51-8244,2,8.59
4152,Incident_090,037-65-4308,1,20.99
4153,Incident_090,037-11-9242,1,22.99
4154,Incident_090,037-05-2867,1,15.99
4155,Incident_090,054-65-4798,1,24.99
4156,Incident_090,054-65-0206,1,29.99
4157,Incident_090,020-11-9371,1,3.69
4158,Incident_090,020-11-3332,1,9.99
4159,Incident_090,020-11-8622,1,3.99
4160,Incident_090,020-11-2370,1,4.39
4161,Incident_090,020-11-4974,1,9.59
4162,Incident_090,020-63-1953,1,2.49
4163,Incident_090,012-25-8408,2,17.99
4164,Incident_090,080-65-2179,1,19.99
4165,Incident_090,080-65-8144,1,5.59
4166,Incident_090,059-61-1463,1,2.69
4167,Incident_090,068-61-0882,1,1.99
4168,Incident_046,085-38-0140,1,19.99
4169,Incident_046,085-68-3382,1,24.99
4170,Incident_046,085-68-1344,1,34.99
4171,Incident_046,002-64-5231,1,17.99
4172,Incident_046,002-64-4334,1,19.99
4173,Incident_154,012-45-1600,1,49.99
4174,Incident_154,012-45-2007,1,29.99
4175,Incident_377,086-66-4432,1,44.99
4176,Incident_377,007-29-5339,1,6.99
4177,Incident_256,086-24-0351,2,19.99
4178,Incident_256,049-09-0041,1,44.99
4179,Incident_256,031-43-5043,1,48
4180,Incident_256,011-31-1010,2,18
4181,Incident_256,023-51-2866,2,189.99
4182,Incident_256,001-65-6807,1,49.99
4183,Incident_256,001-45-1953,1,249.99
4184,Incident_256,001-64-3978,1,75
4185,Incident_256,007-65-9353,1,7.99
4186,Incident_256,007-65-7270,1,4.49
4187,Incident_256,007-65-6632,2,5.59
4188,Incident_256,007-24-1682,1,24.99
4189,Incident_256,007-29-4993,1,10.99
4190,Incident_256,007-29-5635,1,14.19
4191,Incident_256,007-29-4267,1,12.99
4192,Incident_256,007-29-2924,1,19.99
4193,Incident_256,007-29-4671,1,19.99
4194,Incident_256,021-51-8910,2,24.99
4195,Incident_256,021-24-7560,1,44.99
4196,Incident_256,012-25-5233,1,12.99
4197,Incident_256,022-02-5444,1,39.99
4198,Incident_256,019-35-5579,2,25
4199,Incident_256,,1,106
4200,Incident_256,022-66-6805,1,9.99
4201,Incident_110,012-45-2454,1,20.99
4202,Incident_110,012-45-1092,1,70.99
4203,Incident_391,097-24-3131,1,19.99
4204,Incident_391,097-24-3841,1,19.99
4205,Incident_391,052-45-2976,1,6.99
4206,Incident_391,014-24-7936,1,8.29
4207,Incident_391,018-24-1903,1,2.66
4208,Incident_391,007-65-5060,1,4.99
4209,Incident_391,021-66-1060,1,4.99
4210,Incident_391,021-66-3270,1,4.99
4211,Incident_391,012-48-1905,1,9.99
4212,Incident_391,012-35-0268,1,3.99
4213,Incident_391,012-66-2225,1,3.99
4214,Incident_391,012-49-3029,1,2.99
4215,Incident_391,012-25-9519,1,4.59
4216,Incident_391,019-64-9253,1,5
4217,Incident_391,019-38-0378,1,5
4218,Incident_375,037-45-0734,1,30
4219,Incident_375,013-51-3951,1,6
4220,Incident_375,013-35-5315,1,9.99
4221,Incident_375,013-35-2994,1,12.99
4222,Incident_375,013-35-1951,1,16.99
4223,Incident_375,013-35-0846,1,12.99
4224,Incident_375,013-35-0807,1,7.99
4225,Incident_375,013-25-0367,1,20
4226,Incident_375,013-25-0053,1,15
4227,Incident_219,022-66-5497,1,34.99
4228,Incident_243,115-65-2807,1,6.99
4229,Incident_243,002-64-4191,1,17.41
4230,Incident_243,042-66-7717,1,12.99
4231,Incident_243,042-11-4841,2,25
4232,Incident_100,002-45-0557,1,30
4233,Incident_139,003-49-1419,1,19.59
4234,Incident_139,059-49-3331,1,5
4235,Incident_139,097-49-1498,1,14.99
4236,Incident_139,131-25-5536,1,5.99
4237,Incident_139,014-63-0658,1,28
4238,Incident_139,115-66-2278,1,6.29
4239,Incident_139,022-64-1117,1,27.99
4240,Incident_139,025-65-7783,1,42
4241,Incident_139,008-51-2217,1,19.59
4242,Incident_139,002-31-2255,1,5.6
4243,Incident_015,037-65-2164,1,30
4244,Incident_015,020-63-3588,1,2.29
4245,Incident_015,001-11-6313,1,14.99
4246,Incident_015,001-11-0019,1,9.99
4247,Incident_015,057-35-3722,1,30
4248,Incident_015,003-45-1740,1,32
4249,Incident_098,014-49-9400,1,24.99
4250,Incident_098,014-49-6712,1,32.99
4251,Incident_098,014-49-7013,1,33.49
4252,Incident_098,014-49-0537,2,21.99
4253,Incident_172,010-45-1223,1,8
4254,Incident_172,053-45-1361,1,4.99
4255,Incident_172,053-24-3377,1,9.99
4256,Incident_172,053-11-5601,1,11.99
4257,Incident_172,069-11-7294,1,3.99
4258,Incident_172,086-31-0960,1,15.99
4259,Incident_172,086-24-0033,1,79.99
4260,Incident_172,014-38-1805,1,24.99
4261,Incident_172,025-48-2541,1,5
4262,Incident_172,039-65-0145,1,9.99
4263,Incident_172,039-66-9371,1,5.39
4264,Incident_172,039-48-4030,1,3.49
4265,Incident_172,039-48-1506,1,6.99
4266,Incident_172,039-64-0155,1,12.99
4267,Incident_172,060-51-1557,1,12
4268,Incident_172,060-51-2264,1,10
4269,Incident_172,060-65-6501,1,10
4270,Incident_172,060-65-6442,1,16
4271,Incident_172,060-65-2359,1,18
4272,Incident_172,005-65-4062,1,16
4273,Incident_172,005-65-0097,1,18
4274,Incident_172,005-65-5499,1,24
4275,Incident_172,037-11-0597,1,12.99
4276,Incident_172,037-64-1510,1,14.99
4277,Incident_172,052-31-6627,1,7.99
4278,Incident_172,052-11-8643,1,6.59
4279,Incident_172,052-11-1538,1,5.69
4280,Incident_172,003-48-7809,1,5
4281,Incident_172,003-48-1379,1,5
4282,Incident_172,003-48-1346,1,5
4283,Incident_172,005-35-3617,2,3.99
4284,Incident_172,005-64-2601,1,4.99
4285,Incident_172,005-62-0057,1,14.99
4286,Incident_172,005-62-4382,1,14.99
4287,Incident_172,005-62-1214,1,14.99
4288,Incident_172,005-70-2444,1,3.99
4289,Incident_172,089-35-0148,1,10.99
4290,Incident_172,089-66-0990,1,12
4291,Incident_172,089-48-3283,1,15.99
4292,Incident_172,011-48-4948,2,9.99
4293,Incident_172,001-11-5935,1,41.99
4294,Incident_172,001-11-3095,1,29.99
4295,Incident_172,001-11-0348,1,19.99
4296,Incident_172,007-65-5217,1,10
4297,Incident_172,007-29-2030,1,4.29
4298,Incident_172,007-29-4865,1,7.99
4299,Incident_172,007-29-3075,1,41.99
4300,Incident_172,007-29-2922,1,69.99
4301,Incident_172,007-29-1619,1,129
4302,Incident_172,007-29-0060,1,39.99
4303,Incident_172,007-29-0911,1,14.89
4304,Incident_172,012-31-2145,1,10
4305,Incident_172,012-25-0824,1,11.29
4306,Incident_172,002-31-3396,1,29.99
4307,Incident_172,002-65-4584,1,14.99
4308,Incident_172,002-25-0854,1,17.99
4309,Incident_172,002-25-0741,1,9.99
4310,Incident_172,002-11-6326,1,3.89
4311,Incident_172,083-51-0007,1,14.99
4312,Incident_172,111-25-8633,1,9
4313,Incident_172,111-25-8657,1,11.88
4314,Incident_172,069-24-6922,1,60
4315,Incident_172,008-45-0727,1,14.99
4316,Incident_172,062-51-7737,1,6.29
4317,Incident_172,062-48-1939,1,7.99
4318,Incident_172,062-48-1191,1,14.99
4319,Incident_172,042-31-5847,1,64.99
4320,Incident_172,042-31-1394,1,99.99
4321,Incident_172,013-35-0865,1,9.99
4322,Incident_172,013-25-0954,1,15
4323,Incident_172,013-25-6549,1,15
4324,Incident_172,013-25-0469,1,15
4325,Incident_172,013-25-0018,1,15
4326,Incident_172,013-25-3917,1,15
4327,Incident_172,013-25-0008,2,9.99
4328,Incident_172,013-25-0543,1,14.99
4329,Incident_172,013-25-0423,1,15
4330,Incident_172,046-45-8400,1,3.99
4331,Incident_172,046-45-6376,2,8.49
4332,Incident_172,046-45-1589,1,6.49
4333,Incident_172,019-51-1776,1,5
4334,Incident_172,019-35-0815,3,1
4335,Incident_172,019-09-4000,1,1
4336,Incident_172,019-33-2698,2,1
4337,Incident_172,025-02-2797,1,9.99
4338,Incident_172,025-02-5519,2,7.99
4339,Incident_172,057-48-0299,1,7.99
4340,Incident_172,057-24-7842,1,2.39
4341,Incident_172,070-45-0800,1,6.99
4342,Incident_172,008-51-0861,2,17.99
4343,Incident_172,008-24-6779,1,32.99
4344,Incident_172,008-24-7682,1,9.99
4345,Incident_172,008-24-3827,1,34.99
4346,Incident_172,008-24-0790,1,9.99
4347,Incident_172,050-65-5201,1,15
4348,Incident_172,050-35-5047,1,7
4349,Incident_350,039-66-0565,1,169.99
4350,Incident_286,,0,0
4351,Incident_268,086-24-0019,1,19.99
4352,Incident_268,037-43-4715,1,18
4353,Incident_268,037-64-1693,1,12.99
4354,Incident_268,014-09-2563,1,12.99
4355,Incident_268,023-31-9540,1,29.99
4356,Incident_268,042-71-7482,1,29.99
4357,Incident_032,131-11-5713,1,4.99
4358,Incident_032,131-11-0684,1,2.99
4359,Incident_032,131-25-2960,1,19.99
4360,Incident_032,131-25-3952,1,9.89
4361,Incident_032,052-31-4670,1,2.99
4362,Incident_032,014-48-0882,1,9.59
4363,Incident_032,014-48-0800,1,7.19
4364,Incident_032,022-21-1471,1,59
4365,Incident_032,035-48-8735,2,19.99
4366,Incident_032,035-48-6170,1,29
4367,Incident_032,035-63-7601,1,20
4368,Incident_032,035-63-5344,1,13
4369,Incident_032,035-21-2276,1,20
4370,Incident_032,115-31-1019,1,11.79
4371,Incident_032,115-31-1620,1,11.79
4372,Incident_032,115-66-7145,1,2.59
4373,Incident_032,115-66-0576,1,8
4374,Incident_032,002-64-7634,1,9.69
4375,Incident_032,057-45-1208,1,3.99
4376,Incident_032,057-24-4361,1,7.99
4377,Incident_438,037-24-7868,1,18
4378,Incident_438,011-49-1761,1,8
4379,Incident_438,021-61-0675,1,17.99
4380,Incident_438,079-24-6038,1,5
4381,Incident_438,079-24-6522,1,7
4382,Incident_438,079-24-0456,1,5
4383,Incident_438,079-24-0588,1,10
4384,Incident_438,013-64-0092,1,10
4385,Incident_438,025-02-9695,1,39.99
4386,Incident_438,025-02-3138,1,49.99
4387,Incident_438,025-02-2178,1,9.99
4388,Incident_287,007-51-0306,1,159.99
4389,Incident_228,007-29-1619,1,129
4390,Incident_002,007-51-0563,1,19.99
4391,Incident_002,007-51-2801,1,29.99
4392,Incident_002,007-29-0576,1,12.99
4393,Incident_002,007-29-1619,1,129
4394,Incident_002,007-29-0856,1,8.99
4395,Incident_002,007-29-1389,1,9.99
4396,Incident_002,007-29-0615,1,299.99
4397,Incident_175,086-24-0197,1,49.99
4398,Incident_175,086-24-1764,1,79.99
4399,Incident_175,086-24-0033,2,79.99
4400,Incident_175,039-48-3911,1,9.99
4401,Incident_175,131-48-1288,1,19.99
4402,Incident_175,037-65-5216,1,17.99
4403,Incident_175,037-64-0059,1,14.99
4404,Incident_175,052-45-3310,1,14.99
4405,Incident_175,052-45-0769,1,14.99
4406,Incident_175,014-48-0043,1,11.99
4407,Incident_175,014-48-0209,1,21.99
4408,Incident_175,115-31-1775,1,6.99
4409,Incident_175,115-31-0507,1,6.29
4410,Incident_175,020-39-4840,1,2
4411,Incident_175,021-24-0722,1,249.99
4412,Incident_175,012-38-2522,1,4.49
4413,Incident_175,012-38-1004,1,9.49
4414,Incident_175,002-65-5039,1,3.99
4415,Incident_175,002-31-2866,1,5.49
4416,Incident_175,002-64-8430,1,19.99
4417,Incident_175,002-64-2400,1,15.99
4418,Incident_175,059-07-2422,2,2.59
4419,Incident_175,100-09-8271,2,2.49
4420,Incident_175,070-51-2621,1,4.69
4421,Incident_175,096-66-7956,1,2.59
4422,Incident_175,095-43-2461,1,2.99
4423,Incident_175,095-43-5713,1,2.99
4424,Incident_175,022-66-1015,1,9.99
4425,Incident_039,086-35-0126,1,59.99
4426,Incident_039,037-31-3983,1,9.99
4427,Incident_039,054-65-1123,1,29.99
4428,Incident_039,014-07-7657,1,24.99
4429,Incident_039,011-65-6393,1,15
4430,Incident_039,011-35-3912,1,10
4431,Incident_039,021-30-2592,1,17.99
4432,Incident_039,014-42-3851,1,25
4433,Incident_039,014-42-1039,1,25
4434,Incident_039,085-68-1802,1,22.99
4435,Incident_039,085-16-4876,1,24.99
4436,Incident_039,115-43-7936,1,39.99
4437,Incident_039,001-11-0609,1,9.99
4438,Incident_039,001-11-0742,1,9.99
4439,Incident_039,021-65-3266,1,199.99
4440,Incident_039,019-51-3776,1,5
4441,Incident_039,019-09-2604,1,3
4442,Incident_227,021-24-1510,2,134.99
4443,Incident_227,021-24-1436,1,159.99
4444,Incident_038,,0,0
4445,Incident_190,054-65-3984,1,24.99
4446,Incident_190,054-48-1819,1,29.99
4447,Incident_190,054-48-3054,1,34.99
4448,Incident_190,054-48-1810,1,34.99
4449,Incident_190,054-11-5536,1,26.99
4450,Incident_190,054-11-0566,1,26.99
4451,Incident_190,052-31-5610,1,6.49
4452,Incident_190,052-31-6582,1,6.49
4453,Incident_190,052-31-3404,1,6.49
4454,Incident_190,052-31-1435,1,5.99
4455,Incident_190,052-31-3167,1,5.99
4456,Incident_190,052-31-6068,1,8.99
4457,Incident_190,052-51-6712,1,4.39
4458,Incident_190,052-51-0483,1,4.89
4459,Incident_190,052-51-8323,1,4.39
4460,Incident_190,052-51-0673,1,6.29
4461,Incident_190,052-51-4396,1,4.39
4462,Incident_190,052-51-0181,1,5.69
4463,Incident_190,052-45-0936,1,11.49
4464,Incident_190,052-45-6136,2,22.99
4465,Incident_190,052-45-0893,3,11.99
4466,Incident_190,052-11-8255,1,3.99
4467,Incident_190,052-43-4595,1,3.99
4468,Incident_190,052-43-6355,1,1.99
4469,Incident_190,052-43-1393,1,11.99
4470,Incident_190,052-43-4754,1,6.29
4471,Incident_190,052-43-2771,1,2.89
4472,Incident_190,052-43-0731,1,6.29
4473,Incident_190,052-05-1187,1,24.99
4474,Incident_190,014-09-8319,2,3.99
4475,Incident_190,035-45-1378,1,130
4476,Incident_190,035-63-3160,1,35
4477,Incident_190,115-65-4306,1,5.99
4478,Incident_190,115-65-1369,1,5.99
4479,Incident_190,115-65-5672,1,5.99
4480,Incident_190,115-65-5439,1,5.99
4481,Incident_190,115-65-2909,1,14.99
4482,Incident_190,012-45-9191,1,46.99
4483,Incident_190,012-45-2816,1,49.99
4484,Incident_190,017-49-3490,1,8.99
4485,Incident_190,080-65-1572,1,9.99
4486,Incident_190,070-45-7149,1,29.99
4487,Incident_190,095-24-5493,1,3.99
4488,Incident_190,095-24-8320,1,6.69
4489,Incident_358,001-51-2658,1,12.99
4490,Incident_358,013-66-6333,1,24.99
4491,Incident_358,060-35-1715,1,10
4492,Incident_158,053-35-5416,1,4.69
4493,Incident_158,053-35-1864,1,1.99
4494,Incident_158,053-35-3094,1,3.49
4495,Incident_158,053-35-0346,1,3.49
4496,Incident_158,053-66-1182,1,8.99
4497,Incident_158,053-66-5670,1,3.49
4498,Incident_158,053-66-8879,1,2.19
4499,Incident_158,053-48-0532,1,11.99
4500,Incident_158,053-45-9276,1,3.79
4501,Incident_158,053-45-1446,1,4.99
4502,Incident_158,053-11-4073,1,7.99
4503,Incident_158,001-31-4075,1,9.99
4504,Incident_158,086-24-1002,1,29.99
4505,Incident_158,086-11-1355,1,15.99
4506,Incident_158,086-11-2889,1,15.99
4507,Incident_158,097-51-1734,1,25.99
4508,Incident_158,097-48-4704,1,15.99
4509,Incident_158,097-48-0743,1,15.99
4510,Incident_158,097-24-0611,1,19.99
4511,Incident_158,097-49-3997,1,15
4512,Incident_158,030-31-4563,1,7
4513,Incident_158,030-31-1340,1,8
4514,Incident_158,046-66-0366,1,10.99
4515,Incident_158,052-31-5707,1,6.99
4516,Incident_158,052-31-1176,1,5.99
4517,Incident_158,052-31-2830,1,5.99
4518,Incident_158,052-31-1075,1,5.99
4519,Incident_158,052-51-4361,1,4.99
4520,Incident_158,052-51-0507,1,4.99
4521,Incident_158,052-45-5713,1,12.99
4522,Incident_158,052-43-1271,1,3.89
4523,Incident_158,052-43-7014,1,0.99
4524,Incident_158,052-43-1703,1,5.99
4525,Incident_158,014-66-9353,1,6.99
4526,Incident_158,014-66-7055,1,10.29
4527,Incident_158,031-48-0091,1,6
4528,Incident_158,059-11-0389,1,10
4529,Incident_158,001-11-5003,1,39.99
4530,Incident_158,001-11-5601,1,14.99
4531,Incident_158,001-11-1521,1,14.99
4532,Incident_158,007-51-2265,1,2.49
4533,Incident_158,007-65-7007,1,3.99
4534,Incident_158,007-65-0145,1,5.29
4535,Incident_158,007-65-0171,1,9.29
4536,Incident_158,007-65-0316,1,5.99
4537,Incident_158,007-66-0927,1,4.99
4538,Incident_158,007-45-1333,1,2.99
4539,Incident_158,007-42-5902,1,1.99
4540,Incident_158,007-29-4740,1,4.99
4541,Incident_158,012-65-0127,1,24.99
4542,Incident_158,080-51-7145,1,3.99
4543,Incident_158,013-66-1299,1,6
4544,Incident_158,013-09-4640,1,6
4545,Incident_158,047-66-1923,3,6
4546,Incident_158,047-48-6136,1,20
4547,Incident_158,057-24-0919,1,6.99
4548,Incident_158,057-24-0527,1,0.99
4549,Incident_158,057-24-2577,1,3.99
4550,Incident_158,057-24-3659,1,3.29
4551,Incident_158,070-35-2019,1,8.49
4552,Incident_158,070-45-5036,1,3.69
4553,Incident_158,070-24-2839,2,1.59
4554,Incident_158,070-24-5978,1,5.99
4555,Incident_158,056-45-7949,1,9.99
4556,Incident_158,002-05-1589,1,12
4557,Incident_158,002-05-5730,1,12
4558,Incident_158,028-24-3420,1,14
4559,Incident_149,,0,0
4560,Incident_144,057-24-0113,1,20.49
4561,Incident_140,069-11-2377,1,10.99
4562,Incident_140,021-65-2446,1,8.79
4563,Incident_140,021-66-7873,1,9.99
4564,Incident_140,012-35-5384,1,12.49
4565,Incident_140,012-35-0066,1,29.99
4566,Incident_140,022-66-1761,1,29.99
4567,Incident_140,022-66-3421,1,22.99
4568,Incident_051,014-45-3442,1,7.99
4569,Incident_051,018-43-3694,1,0.99
4570,Incident_051,045-05-5577,1,6.79
4571,Incident_051,068-44-3588,1,1.99
4572,Incident_051,068-44-0351,1,1.99
4573,Incident_064,001-31-5579,1,9.09
4574,Incident_064,003-49-4946,1,29.99
4575,Incident_064,037-11-0230,1,22.99
4576,Incident_064,037-05-0527,1,9.49
4577,Incident_064,052-45-3296,1,19.99
4578,Incident_064,079-45-3128,1,15
4579,Incident_064,007-65-5172,1,4.49
4580,Incident_064,057-35-3958,1,25
4581,Incident_064,057-09-3204,1,24
4582,Incident_349,039-66-0166,1,199.99
4583,Incident_263,086-65-0833,1,149.99
4584,Incident_263,086-65-5800,1,129.99
4585,Incident_263,023-64-8135,1,29.99
4586,Incident_263,023-64-8333,1,16.99
4587,Incident_370,053-66-5839,1,3.69
4588,Incident_370,053-66-1219,1,3.69
4589,Incident_370,001-51-2683,1,12.99
4590,Incident_370,025-35-3952,1,14
4591,Incident_370,048-09-0111,1,5
4592,Incident_370,012-48-0365,1,7.99
4593,Incident_370,083-51-0919,1,12
4594,Incident_370,069-31-5195,1,19.99
4595,Incident_370,089-02-7912,1,3.29
4596,Incident_370,019-64-0551,1,3
4597,Incident_370,008-43-4424,1,7.49
4598,Incident_370,007-65-1392,1,9.99
4599,Incident_370,007-65-0588,1,24.99
4600,Incident_370,002-05-6455,1,22
4601,Incident_344,021-51-1035,1,20
4602,Incident_344,021-51-2552,1,25
4603,Incident_344,037-66-2283,1,14
4604,Incident_344,037-24-0816,1,8
4605,Incident_344,037-64-9133,1,6.99
4606,Incident_344,079-66-2047,1,4
4607,Incident_344,079-66-9054,1,5
4608,Incident_344,079-66-1790,1,1.5
4609,Incident_344,079-66-0180,1,1.5
4610,Incident_344,079-11-7894,1,6
4611,Incident_344,079-11-6163,1,7
4612,Incident_344,079-11-1192,1,6
4613,Incident_344,015-66-0532,1,24.99
4614,Incident_344,083-51-8328,1,12
4615,Incident_344,083-51-0217,1,12
4616,Incident_344,013-51-0071,1,5
4617,Incident_344,013-35-2461,1,19.99
4618,Incident_344,013-35-7809,1,16.99
4619,Incident_344,013-35-7835,1,9.99
4620,Incident_344,013-35-6136,1,19.99
4621,Incident_344,013-35-3003,1,19.99
4622,Incident_344,013-35-7430,1,24.99
